City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
226,Izhma,RU,65.0083,53.9113,64.09,77,92,6.06,overcast clouds,2021-08-03 23:04:52
227,Grindavik,IS,63.8424,-22.4338,53.56,93,75,9.22,broken clouds,2021-08-03 23:04:53
228,Bantry,IE,51.6833,-9.45,58.48,92,99,2.06,overcast clouds,2021-08-03 23:04:43
229,Norman Wells,CA,65.282,-126.8329,51.84,93,90,3.44,light rain,2021-08-03 23:04:53
230,Mumford,GH,5.2618,-0.759,75.99,92,66,12.06,light rain,2021-08-03 23:04:53
231,Tura,IN,25.5198,90.2201,75.15,95,100,5.28,overcast clouds,2021-08-03 23:04:53
232,Codrington,AU,-38.2667,141.9667,51.69,89,77,12.57,broken clouds,2021-08-03 23:04:54
233,Faya,SA,18.3851,42.4509,64.92,72,50,6.22,scattered clouds,2021-08-03 23:04:54
234,Eureka,US,40.8021,-124.1637,70.12,71,55,5.01,broken clouds,2021-08-03 23:00:47
235,Toora-Khem,RU,52.4675,96.11,52.84,87,25,1.59,scattered clouds,2021-08-03 23:04:54
236,Nemuro,JP,43.3236,145.575,65.57,97,99,9.17,overcast clouds,2021-08-03 23:04:55
237,Jinchang,CN,38.4953,102.1739,72.91,24,94,6.98,overcast clouds,2021-08-03 23:04:55
238,Jerantut,MY,3.936,102.3626,73.49,98,98,0.87,moderate rain,2021-08-03 23:04:55
239,Okhotsk,RU,59.3833,143.3,58.84,60,1,4.81,clear sky,2021-08-03 23:04:55
240,Rundu,NA,-17.9333,19.7667,56.84,39,0,4.59,clear sky,2021-08-03 23:04:56
241,Xinzhou,CN,38.4092,112.7333,69.22,87,100,1.41,overcast clouds,2021-08-03 23:04:56
242,Bredasdorp,ZA,-34.5322,20.0403,51.28,95,42,2.84,scattered clouds,2021-08-03 23:04:56
243,Dingle,PH,10.9995,122.6711,81.18,81,100,8.75,overcast clouds,2021-08-03 23:04:57
244,Kytmanovo,RU,53.4593,85.4479,59.49,89,76,1.5,light rain,2021-08-03 23:04:57
245,Alford,GB,57.2326,-2.703,56.16,92,98,4.09,overcast clouds,2021-08-03 23:04:57
246,Svetlyy,RU,54.675,20.1347,57.25,81,72,2.37,broken clouds,2021-08-03 23:04:58
247,Souillac,MU,-20.5167,57.5167,68.13,73,4,8.68,clear sky,2021-08-03 23:04:58
248,Okato,NZ,-39.2,173.8833,51.42,64,20,1.81,few clouds,2021-08-03 23:04:58
249,Soe,ID,-9.8607,124.284,66.6,79,59,3.65,broken clouds,2021-08-03 23:04:58
250,Pando,UY,-34.7167,-55.95,50.09,87,14,0.0,few clouds,2021-08-03 23:04:59
251,Mbanza-Ngungu,CD,-5.25,14.8667,72.5,58,4,8.59,clear sky,2021-08-03 23:04:59
252,Rincon,US,32.296,-81.2354,81.91,82,90,4.61,overcast clouds,2021-08-03 23:04:59
253,Dosso,NE,13.049,3.1937,82.38,66,14,11.68,few clouds,2021-08-03 23:04:59
254,Emerald,AU,-23.5333,148.1667,59.34,40,60,13.6,broken clouds,2021-08-03 23:00:18
255,Cap Malheureux,MU,-19.9842,57.6142,69.58,67,1,12.06,clear sky,2021-08-03 23:01:09
256,Gazli,UZ,40.1333,63.45,87.57,23,4,9.69,clear sky,2021-08-03 23:05:00
257,Ambon,ID,-3.6954,128.1814,77.14,94,75,4.61,broken clouds,2021-08-03 23:05:00
258,Olafsvik,IS,64.8945,-23.7142,54.32,89,99,5.88,light rain,2021-08-03 23:05:01
259,Puerto Leguizamo,CO,-0.1934,-74.7819,74.91,79,91,2.64,overcast clouds,2021-08-03 23:05:01
260,Kruisfontein,ZA,-34.0033,24.7314,53.96,80,1,8.23,clear sky,2021-08-03 23:05:01
261,Georgetown,MY,5.4112,100.3354,80.53,90,20,3.44,few clouds,2021-08-03 23:05:01
262,Umm Kaddadah,SD,13.6017,26.6876,83.05,59,26,16.51,scattered clouds,2021-08-03 23:05:02
263,Necochea,AR,-38.5473,-58.7368,48.04,65,91,4.36,overcast clouds,2021-08-03 23:05:03
264,Pemberton,CA,50.3164,-122.8027,93.99,19,0,6.64,clear sky,2021-08-03 23:00:11
265,Nikolskoye,RU,59.7035,30.7861,54.01,97,29,5.41,scattered clouds,2021-08-03 23:05:03
266,Cururupu,BR,-1.8283,-44.8683,74.41,82,69,2.68,broken clouds,2021-08-03 23:05:03
267,Katsuura,JP,35.1333,140.3,84.31,76,14,6.29,few clouds,2021-08-03 23:00:24
268,Kayerkan,RU,69.3497,87.7602,63.64,70,44,1.43,scattered clouds,2021-08-03 23:05:04
269,Klaksvik,FO,62.2266,-6.589,50.92,93,100,2.35,overcast clouds,2021-08-03 23:05:04
270,Sibolga,ID,1.7427,98.7792,75.34,90,91,3.53,overcast clouds,2021-08-03 23:05:04
271,Totness,SR,5.8833,-56.3167,76.93,86,16,5.75,few clouds,2021-08-03 23:05:05
272,Huangzhai,CN,38.0751,112.6595,70.21,81,99,1.25,overcast clouds,2021-08-03 23:05:05
273,Medicine Hat,CA,50.0501,-110.6683,88.21,38,100,1.99,overcast clouds,2021-08-03 23:01:08
274,Algeciras,ES,36.1333,-5.4505,73.17,91,4,3.87,clear sky,2021-08-03 23:05:05
275,Svetlaya,RU,46.5389,138.3297,64.9,93,100,3.6,overcast clouds,2021-08-03 23:05:06
276,Veinticinco De Mayo,AR,-35.4323,-60.1727,56.05,60,1,5.66,clear sky,2021-08-03 23:05:06
277,Inta,RU,66.0317,60.1659,58.32,83,45,6.38,scattered clouds,2021-08-03 23:05:06
278,Bahawalpur,PK,29.4,71.6833,93.51,43,77,6.58,broken clouds,2021-08-03 23:03:17
279,Trincomalee,LK,8.5711,81.2335,80.91,76,91,21.61,overcast clouds,2021-08-03 23:00:46
280,Roma,US,43.2128,-75.4557,76.84,60,1,6.91,clear sky,2021-08-03 23:05:07
281,Crotone,IT,39.0851,17.1178,76.93,58,3,10.47,clear sky,2021-08-03 23:05:07
282,Ossora,RU,59.2353,163.0719,49.41,69,99,5.23,overcast clouds,2021-08-03 23:05:07
283,Ambanja,MG,-13.6833,48.45,69.73,90,86,2.28,light rain,2021-08-03 23:05:08
284,Cotonou,BJ,6.3654,2.4183,77.43,87,48,10.67,scattered clouds,2021-08-03 23:05:08
285,Sabang,ID,5.8933,95.3214,82.94,75,100,24.45,overcast clouds,2021-08-03 23:05:08
286,Kongoussi,BF,13.3258,-1.5347,85.1,55,26,9.93,scattered clouds,2021-08-03 23:05:08
287,Houma,US,29.5958,-90.7195,81.0,90,40,3.44,scattered clouds,2021-08-03 23:05:09
288,Upernavik,GL,72.7868,-56.1549,42.01,90,72,11.1,broken clouds,2021-08-03 23:00:15
289,Den Helder,NL,52.9599,4.7593,61.95,78,0,8.01,clear sky,2021-08-03 23:05:09
290,Poso,ID,-1.3959,120.7524,78.49,79,99,7.09,light rain,2021-08-03 23:05:09
291,Rapu-Rapu,PH,13.1866,124.1256,83.8,76,100,18.84,light rain,2021-08-03 23:05:10
292,Borazjan,IR,29.2666,51.2159,96.19,23,0,3.56,clear sky,2021-08-03 23:05:10
293,Guatire,VE,10.4762,-66.5427,73.04,96,93,3.94,overcast clouds,2021-08-03 23:05:10
294,Seoul,KR,37.5683,126.9778,81.91,78,77,1.97,broken clouds,2021-08-03 23:04:53
295,Ostrovnoy,RU,68.0531,39.5131,56.88,86,91,21.52,overcast clouds,2021-08-03 23:05:11
296,Clearwater,US,27.9659,-82.8001,84.22,78,1,4.0,clear sky,2021-08-03 23:05:11
297,Kudahuvadhoo,MV,2.6708,72.8944,81.95,72,100,2.64,overcast clouds,2021-08-03 23:05:11
298,Yulara,AU,-25.2406,130.9889,48.04,53,0,11.5,clear sky,2021-08-03 23:05:11
299,Haines Junction,CA,60.7522,-137.5108,70.47,46,79,1.28,broken clouds,2021-08-03 23:05:12
300,Maniitsoq,GL,65.4167,-52.9,46.65,90,54,0.81,broken clouds,2021-08-03 23:05:12
301,Mutiscua,CO,7.3009,-72.7467,51.04,98,100,3.4,overcast clouds,2021-08-03 23:05:12
302,Cameta,BR,-2.2444,-49.4958,80.4,61,66,3.2,broken clouds,2021-08-03 23:05:13
303,Honggang,CN,46.4667,124.8667,64.65,92,100,8.72,overcast clouds,2021-08-03 23:05:13
304,Sorland,NO,67.667,12.6934,52.03,84,99,13.24,overcast clouds,2021-08-03 23:05:13
305,Mula,ES,38.0409,-1.4901,73.65,66,40,3.4,scattered clouds,2021-08-03 23:05:14
306,Aktau,KZ,43.65,51.2,79.38,31,93,8.66,overcast clouds,2021-08-03 23:05:14
307,Haimen,CN,23.1935,116.6142,81.1,87,100,4.99,overcast clouds,2021-08-03 23:05:14
308,Elizabeth City,US,36.2946,-76.2511,73.45,93,75,8.05,light rain,2021-08-03 23:05:14
309,Rio Grande,BR,-32.035,-52.0986,51.94,90,20,6.11,few clouds,2021-08-03 23:02:30
310,Gornopravdinsk,RU,60.05,69.9,54.82,94,81,4.65,broken clouds,2021-08-03 23:05:15
311,Bam,IR,29.106,58.357,89.35,28,84,6.08,broken clouds,2021-08-03 23:05:15
312,Ishigaki,JP,24.3448,124.1572,81.95,84,100,10.0,overcast clouds,2021-08-03 23:05:16
313,Paamiut,GL,61.994,-49.6678,44.92,94,100,7.96,light rain,2021-08-03 23:05:16
314,Kenora,CA,49.8167,-94.4337,87.78,31,43,11.99,scattered clouds,2021-08-03 23:05:16
315,Kankaanpaa,FI,61.8,22.4167,50.76,79,5,5.5,clear sky,2021-08-03 23:05:16
316,Kisangani,CD,0.5167,25.2,74.25,71,65,2.33,broken clouds,2021-08-03 23:05:17
317,Abha,SA,18.2164,42.5053,64.65,68,0,6.91,clear sky,2021-08-03 23:05:17
318,Opuwo,NA,-18.0607,13.84,57.92,64,0,7.25,clear sky,2021-08-03 23:05:17
319,Abonnema,NG,4.7084,6.7931,76.95,87,100,4.16,light rain,2021-08-03 23:05:18
320,Barguzin,RU,53.6167,109.6167,58.33,85,89,4.07,overcast clouds,2021-08-03 23:05:18
321,Laje,BR,-10.1833,-40.9667,68.16,65,21,6.73,few clouds,2021-08-03 23:05:18
322,Bayan,CN,46.0833,127.4,64.71,87,53,7.02,broken clouds,2021-08-03 23:05:18
323,Hovd,MN,48.0056,91.6419,63.41,45,0,2.13,clear sky,2021-08-03 23:05:19
324,Singaraja,ID,-8.112,115.0882,77.68,83,43,3.06,scattered clouds,2021-08-03 23:05:19
325,Healesville,AU,-37.65,145.5167,50.31,99,90,3.13,light rain,2021-08-03 23:05:19
326,Badulla,LK,6.9895,81.0557,70.93,74,100,4.56,overcast clouds,2021-08-03 23:05:20
327,Arlit,NE,18.7369,7.3853,99.59,18,41,6.98,scattered clouds,2021-08-03 23:05:20
328,Lethem,GY,3.3803,-59.7968,77.18,83,93,0.56,overcast clouds,2021-08-03 23:05:20
329,Santa Cecilia,BR,-26.9608,-50.4269,43.54,87,4,1.81,clear sky,2021-08-03 23:05:20
330,Illapel,CL,-31.6308,-71.1653,61.9,61,0,2.62,clear sky,2021-08-03 23:05:21
331,Davila,PH,18.4726,120.5763,81.95,88,100,30.58,overcast clouds,2021-08-03 23:05:21
332,Tuatapere,NZ,-46.1333,167.6833,39.81,76,100,4.18,overcast clouds,2021-08-03 23:05:21
333,Santa Marta,CO,11.2408,-74.199,83.98,81,100,6.31,overcast clouds,2021-08-03 23:01:12
334,Sitka,US,57.0531,-135.33,62.49,77,90,5.75,light rain,2021-08-03 23:05:22
335,Caravelas,BR,-17.7125,-39.2481,68.47,84,75,5.28,broken clouds,2021-08-03 23:05:22
336,Christchurch,NZ,-43.5333,172.6333,51.33,68,7,1.01,clear sky,2021-08-03 23:04:35
337,Mackay,AU,-21.15,149.2,72.05,66,6,7.81,clear sky,2021-08-03 23:05:22
338,Tilichiki,RU,60.4667,166.1,46.63,61,98,9.24,overcast clouds,2021-08-03 23:05:23
339,Omsukchan,RU,62.5333,155.8,36.14,99,100,6.73,light rain,2021-08-03 23:05:23
340,Leiyang,CN,26.4024,112.8591,81.05,80,69,3.2,broken clouds,2021-08-03 23:05:23
341,Salalah,OM,17.0151,54.0924,78.89,94,90,9.22,light intensity drizzle,2021-08-03 23:03:48
342,Vysokogornyy,RU,50.1167,139.15,64.9,86,92,3.33,overcast clouds,2021-08-03 23:05:24
343,Mezen,RU,65.8522,44.24,58.98,80,19,10.67,few clouds,2021-08-03 23:05:24
344,Bar Harbor,US,44.3876,-68.2039,71.24,68,1,6.91,clear sky,2021-08-03 23:05:24
345,Hamilton,US,39.1834,-84.5333,79.57,47,40,9.22,scattered clouds,2021-08-03 23:02:33
346,Lima,PE,-12.0432,-77.0282,61.14,87,43,10.07,scattered clouds,2021-08-03 23:00:26
347,Tombouctou,ML,20.0,-3.0,83.89,53,45,25.37,scattered clouds,2021-08-03 23:05:24
348,Jiangyou,CN,31.7667,104.7167,74.71,83,38,5.35,light rain,2021-08-03 23:05:25
349,Oyama,JP,36.3,139.8,88.88,71,53,4.47,broken clouds,2021-08-03 23:05:25
350,Zaqatala,AZ,41.6336,46.6433,70.27,49,40,9.22,scattered clouds,2021-08-03 23:05:25
351,Sioux Lookout,CA,50.1001,-91.917,79.48,42,46,3.65,scattered clouds,2021-08-03 23:05:26
352,Kavaratti,IN,10.5669,72.642,82.08,75,82,16.46,broken clouds,2021-08-03 23:05:26
353,Kara,TG,9.5511,1.1861,73.6,85,84,2.91,broken clouds,2021-08-03 23:05:26
354,Yanam,IN,16.7333,82.2167,80.31,73,89,4.16,overcast clouds,2021-08-03 23:05:26
355,Calamar,CO,10.2511,-74.9146,82.18,69,100,5.95,overcast clouds,2021-08-03 23:05:27
356,Liepaja,LV,56.5419,21.0367,51.85,100,20,2.3,few clouds,2021-08-03 23:05:27
357,Kirakira,SB,-10.4544,161.9205,79.83,70,88,7.36,overcast clouds,2021-08-03 23:05:27
358,Kulhudhuffushi,MV,6.6221,73.07,81.66,77,96,9.98,overcast clouds,2021-08-03 23:05:28
359,Alice Springs,AU,-23.7,133.8833,45.95,53,1,3.44,clear sky,2021-08-03 23:05:28
360,Clyde River,CA,70.4692,-68.5914,39.43,93,40,13.8,scattered clouds,2021-08-03 23:05:28
361,Vardo,NO,70.3705,31.1107,46.6,95,100,34.02,light rain,2021-08-03 23:05:28
362,Huescar,ES,37.811,-2.5412,71.94,62,45,1.66,scattered clouds,2021-08-03 23:05:29
363,Naze,JP,28.3667,129.4833,78.75,81,86,13.94,overcast clouds,2021-08-03 23:05:29
364,La Ronge,CA,55.1001,-105.2842,66.7,66,100,8.5,overcast clouds,2021-08-03 23:05:29
365,Roshchino,RU,60.2519,29.6085,53.37,82,28,6.93,scattered clouds,2021-08-03 23:05:29
366,Andapa,MG,-14.65,49.65,58.98,97,42,2.91,scattered clouds,2021-08-03 23:05:30
367,Bathsheba,BB,13.2167,-59.5167,81.21,74,20,11.5,few clouds,2021-08-03 23:05:30
368,Marienburg,PL,54.0359,19.0266,56.88,92,84,3.53,broken clouds,2021-08-03 23:05:30
369,Port Shepstone,ZA,-30.7414,30.455,62.85,79,4,4.81,clear sky,2021-08-03 23:05:31
370,Sarangani,PH,5.4033,125.4636,83.44,76,94,11.23,overcast clouds,2021-08-03 23:05:31
371,Cayenne,GF,4.9333,-52.3333,82.09,81,0,1.01,clear sky,2021-08-03 23:05:31
372,Sa Kaeo,TH,13.75,102.3333,75.69,91,100,6.87,overcast clouds,2021-08-03 23:05:31
373,Mayo,US,38.8876,-76.5119,78.57,69,1,1.99,clear sky,2021-08-03 23:05:32
374,Languyan,PH,5.2618,120.0807,82.17,83,100,6.2,overcast clouds,2021-08-03 23:05:32
375,Manono,CD,-7.3,27.4167,73.38,36,0,4.05,clear sky,2021-08-03 23:05:32
376,Fort Nelson,CA,58.8053,-122.7002,85.5,25,21,7.45,few clouds,2021-08-03 23:05:32
377,Marawi,PH,7.9986,124.2928,68.65,81,93,4.88,overcast clouds,2021-08-03 23:05:33
378,Grand Gaube,MU,-20.0064,57.6608,69.64,67,0,12.5,clear sky,2021-08-03 23:05:33
379,Margate,GB,51.3813,1.3862,58.69,77,0,1.01,clear sky,2021-08-03 23:05:33
380,Wanaka,NZ,-44.7,169.15,37.11,99,99,2.39,overcast clouds,2021-08-03 23:05:34
381,Biloela,AU,-24.4167,150.5,60.57,32,19,16.35,few clouds,2021-08-03 23:05:34
382,Camacha,PT,33.0833,-16.3333,68.76,73,40,13.8,scattered clouds,2021-08-03 23:05:34
383,Nishihara,JP,26.1842,127.7558,81.68,92,90,14.97,overcast clouds,2021-08-03 23:05:34
384,Tiznit,MA,29.5833,-9.5,63.86,83,37,3.62,scattered clouds,2021-08-03 23:05:35
385,Shafranovo,RU,53.9667,54.7667,70.72,42,4,5.39,clear sky,2021-08-03 23:05:35
386,Boyolangu,ID,-8.1181,111.8935,73.67,95,57,2.24,broken clouds,2021-08-03 23:05:35
387,Kirkcudbright,GB,54.8383,-4.0491,56.59,83,30,0.98,scattered clouds,2021-08-03 23:05:36
388,Novogagatli,RU,43.4568,46.4818,75.04,47,0,5.19,clear sky,2021-08-03 23:05:36
389,Korla,CN,41.7597,86.1469,76.26,27,69,2.06,broken clouds,2021-08-03 23:05:37
390,Saint-Joseph,RE,-21.3667,55.6167,66.58,76,4,4.38,light rain,2021-08-03 23:05:37
391,Banjar,ID,-8.19,114.9675,80.46,90,36,3.78,scattered clouds,2021-08-03 23:05:37
392,Bageshwar,IN,29.85,79.7667,70.97,94,86,1.16,overcast clouds,2021-08-03 23:05:37
393,Astana,KZ,51.1801,71.446,64.35,59,0,6.71,clear sky,2021-08-03 23:05:38
394,Manzhouli,CN,49.6,117.4333,64.11,76,100,3.78,overcast clouds,2021-08-03 23:05:38
395,Vanimo,PG,-2.6741,141.3028,80.35,86,38,5.84,scattered clouds,2021-08-03 23:05:38
396,Broome,US,42.2506,-75.833,75.78,51,1,0.0,clear sky,2021-08-03 23:05:39
397,Basco,PH,20.4487,121.9702,83.37,86,100,29.71,overcast clouds,2021-08-03 23:05:39
398,Tecoanapa,MX,16.5167,-98.75,86.76,68,100,7.63,overcast clouds,2021-08-03 23:05:39
399,Shahpura,IN,27.3833,75.9667,78.13,86,99,7.56,overcast clouds,2021-08-03 23:05:39
400,Maldonado,UY,-34.6667,-54.9167,48.22,85,10,2.64,clear sky,2021-08-03 23:01:27
401,Thabazimbi,ZA,-24.5917,27.4116,52.97,64,0,3.71,clear sky,2021-08-03 23:05:40
402,Bac Lieu,VN,9.285,105.7244,79.27,86,100,10.58,overcast clouds,2021-08-03 23:05:40
403,Mahibadhoo,MV,3.7833,72.9667,82.11,73,94,3.51,overcast clouds,2021-08-03 23:02:01
404,Hastings,GB,50.8552,0.5729,58.32,94,4,3.22,clear sky,2021-08-03 23:02:07
405,Ancud,CL,-41.8697,-73.8203,45.43,78,67,5.61,broken clouds,2021-08-03 23:05:40
406,Challakere,IN,14.3167,76.65,72.59,80,72,18.61,broken clouds,2021-08-03 23:05:41
407,Yichang,CN,30.7144,111.2847,80.47,84,0,2.8,light rain,2021-08-03 23:02:19
408,Beringovskiy,RU,63.05,179.3167,49.55,69,93,13.18,overcast clouds,2021-08-03 23:05:41
409,Namatanai,PG,-3.6667,152.4333,83.05,73,29,2.93,scattered clouds,2021-08-03 23:05:41
410,Champerico,GT,14.3,-91.9167,83.35,71,66,7.25,broken clouds,2021-08-03 23:05:42
411,Lagos,NG,6.5833,3.75,75.94,91,94,3.89,overcast clouds,2021-08-03 23:03:25
412,Neuenrade,DE,51.2833,7.7833,59.29,53,71,0.87,broken clouds,2021-08-03 23:05:42
413,Ewa Beach,US,21.3156,-158.0072,89.55,46,20,12.66,few clouds,2021-08-03 23:05:42
414,Chukhloma,RU,58.7525,42.6825,57.74,81,87,5.17,overcast clouds,2021-08-03 23:05:42
415,Negotin,RS,44.2264,22.5308,71.1,43,1,2.39,clear sky,2021-08-03 23:05:43
416,Kwinana,AU,-32.25,115.7667,48.54,78,8,6.2,clear sky,2021-08-03 23:05:13
417,Ponta Delgada,PT,37.7333,-25.6667,72.32,88,75,8.05,broken clouds,2021-08-03 23:05:43
418,Jeremie,HT,18.65,-74.1167,81.7,74,100,3.4,overcast clouds,2021-08-03 23:05:43
419,Avera,US,33.194,-82.5271,82.27,76,82,7.29,broken clouds,2021-08-03 23:05:44
420,Kavieng,PG,-2.5744,150.7967,83.43,73,16,5.66,few clouds,2021-08-03 23:05:44
421,Cabedelo,BR,-6.9811,-34.8339,74.07,84,85,13.76,overcast clouds,2021-08-03 23:05:44
422,Basqal,AZ,40.7552,48.391,70.81,24,47,5.5,scattered clouds,2021-08-03 23:05:45
423,Pervomaysk,UA,48.0443,30.8507,65.28,65,59,3.96,broken clouds,2021-08-03 23:05:45
424,Altamira,BR,-3.2033,-52.2064,77.79,53,87,1.32,overcast clouds,2021-08-03 23:05:45
425,Buta,CD,2.7858,24.73,68.83,95,41,1.95,scattered clouds,2021-08-03 23:05:45
426,Palang,BD,23.2167,90.35,78.84,91,100,5.61,overcast clouds,2021-08-03 23:05:46
427,Nhulunbuy,AU,-12.2333,136.7667,81.21,65,40,16.11,scattered clouds,2021-08-03 23:05:46
428,Tucurui,BR,-3.7661,-49.6725,79.45,44,71,1.88,broken clouds,2021-08-03 23:04:55
429,Mitsamiouli,KM,-11.3847,43.2844,75.02,67,0,3.36,clear sky,2021-08-03 23:05:46
430,Champasak,LA,14.75,106.0,73.18,100,100,0.74,light rain,2021-08-03 23:01:15
431,Ixcatepec,MX,21.2,-97.95,86.74,52,100,9.71,overcast clouds,2021-08-03 23:05:47
432,Riviere-Au-Renard,CA,48.9957,-64.3971,63.7,83,100,2.91,overcast clouds,2021-08-03 23:05:47
433,Coracora,PE,-15.0333,-73.7833,47.84,75,82,3.83,broken clouds,2021-08-03 23:05:47
434,Manavalakurichi,IN,8.1333,77.3,78.89,82,100,14.27,overcast clouds,2021-08-03 23:05:48
435,Cockburn Town,TC,21.4612,-71.1419,82.15,76,98,20.45,overcast clouds,2021-08-03 23:05:48
436,Excelsior Springs,US,39.3392,-94.2261,82.69,46,40,0.0,scattered clouds,2021-08-03 23:05:00
437,Bilma,NE,18.6853,12.9164,95.45,27,2,9.01,clear sky,2021-08-03 23:05:48
438,Leningradskiy,RU,69.3833,178.4167,36.5,98,100,5.12,overcast clouds,2021-08-03 23:05:48
439,Berlevag,NO,70.8578,29.0864,46.33,88,100,23.02,light rain,2021-08-03 23:03:10
440,Nadym,RU,65.5333,72.5167,56.1,80,93,10.74,overcast clouds,2021-08-03 23:05:49
441,Porto Novo,BJ,6.4965,2.6036,76.55,88,55,6.17,broken clouds,2021-08-03 23:05:49
442,Mae Sai,TH,20.4335,99.8762,72.82,100,100,1.59,overcast clouds,2021-08-03 23:05:49
443,Melfi,IT,40.9965,15.6514,76.23,52,55,6.96,broken clouds,2021-08-03 23:05:50
444,Taltal,CL,-25.4,-70.4833,58.51,80,20,3.33,few clouds,2021-08-03 23:01:16
445,Vao,NC,-22.6667,167.4833,68.81,69,22,5.57,few clouds,2021-08-03 23:05:50
446,Sur,OM,22.5667,59.5289,87.62,60,1,10.45,clear sky,2021-08-03 23:04:46
447,Santa Elena,EC,-2.2333,-80.85,70.86,82,45,8.63,scattered clouds,2021-08-03 23:05:50
448,Aksarka,RU,66.5606,67.7975,53.11,89,0,4.54,clear sky,2021-08-03 23:05:51
449,Iquitos,PE,-3.7481,-73.2472,82.44,57,0,3.44,clear sky,2021-08-03 23:05:51
450,Mingaora,PK,34.7758,72.3625,73.6,83,81,5.23,broken clouds,2021-08-03 23:05:51
451,Ulladulla,AU,-35.35,150.4667,53.87,52,13,15.93,few clouds,2021-08-03 23:05:52
452,Lao Cai,VN,22.4833,103.95,75.88,92,49,2.55,scattered clouds,2021-08-03 23:05:52
453,Jaguaruna,BR,-28.615,-49.0256,54.55,95,22,6.51,few clouds,2021-08-03 23:05:52
